id,listing_url,neighbourhood,neighbourhood_cleansed,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,calculated_host_listings_count,reviews_per_month
77691,https://www.airbnb.com/rooms/77691,Dorchester,Dorchester,Boston,MA,2122,42.29770901,-71.05979096,House,Private room,3,1.5,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Hot water kettle""}",65.00,100.00,25.00,1,$15.00 ,1,365,271,3/6/2011,8/26/2018,88,9,9,9,9,8,9,moderate,10,2.96
82637,https://www.airbnb.com/rooms/82637,Charlestown,Charlestown,Boston,MA,2129,42.3783338,-71.06181846,Bed and breakfast,Private room,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Hot tub"",Heating,""Family/kid friendly""}",175.00,,,1,$0.00 ,2,730,21,10/24/2011,7/16/2017,82,9,9,9,9,9,8,strict_14_with_grace_period,2,0.25
91588,https://www.airbnb.com/rooms/91588,Dorchester,Dorchester,Boston,MA,2125,42.31357973,-71.04696815,Condominium,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide doorway"",""Well-lit path to entrance""}",68.00,100.00,25.00,1,$29.00 ,1,1125,106,5/23/2011,9/7/2018,99,10,10,10,10,10,10,moderate,1,1.19
95453,https://www.airbnb.com/rooms/95453,Allston-Brighton,Allston,Boston,MA,2134,42.35937208,-71.13155989,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",Other}",175.00,,,2,$25.00 ,5,60,29,4/20/2011,8/13/2018,96,10,10,10,10,9,10,strict_14_with_grace_period,1,0.32
115936,https://www.airbnb.com/rooms/115936,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.31557614,-71.11305745,Apartment,Entire home/apt,12,2,4,5,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",Heating,""Family/kid friendly""}",550.00,500.00,150.00,1,$0.00 ,3,365,13,3/18/2012,7/20/2018,80,8,9,9,8,9,8,strict_14_with_grace_period,2,0.16
118905,https://www.airbnb.com/rooms/118905,East Boston,East Boston,Boston,MA,2128,42.37932676,-71.03376094,Apartment,Entire home/apt,2,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer}",325.00,250.00,150.00,4,$25.00 ,7,365,23,7/27/2011,3/29/2018,94,10,10,10,10,9,9,strict_14_with_grace_period,2,0.26
143842,https://www.airbnb.com/rooms/143842,Allston-Brighton,Brighton,Boston,MA,2135,42.34466194,-71.15876764,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,Essentials}",180.00,100.00,40.00,2,$50.00 ,1,21,20,8/6/2011,7/28/2012,86,9,8,10,10,9,9,moderate,3,0.23
160572,https://www.airbnb.com/rooms/160572,South Boston,South Boston,Boston,MA,2127,42.33324331,-71.04199974,House,Entire home/apt,9,3.5,5,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Outlet covers"",Bathtub,""High chair"",""Stair gates"",""Children’s books and toys"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Luggage dropoff allowed""}",495.00,500.00,100.00,1,$0.00 ,4,20,8,5/19/2012,9/7/2018,93,10,10,10,10,10,10,strict_14_with_grace_period,1,0.1
163941,https://www.airbnb.com/rooms/163941,Roxbury,Roxbury,Boston,MA,2119,42.32964654,-71.09502742,Condominium,Entire home/apt,6,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",225.00,,75.00,2,$10.00 ,3,365,196,8/19/2011,9/13/2018,93,10,10,10,10,9,9,strict_14_with_grace_period,6,2.28
169430,https://www.airbnb.com/rooms/169430,Roxbury,Roxbury,Boston,MA,2119,42.32158165,-71.09047218,Apartment,Entire home/apt,10,2,4,6,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Game console"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",Other}",200.00,500.00,80.00,2,$25.00 ,2,7,130,8/19/2011,8/23/2018,91,9,9,10,10,8,9,moderate,1,1.51
169938,https://www.airbnb.com/rooms/169938,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.31379196,-71.10338741,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Air conditioning"",Kitchen,""Free parking on premises"",""Washer / Dryer"",Heating,""Family/kid friendly"",Washer,Dryer}",174.00,,125.00,4,$0.00 ,3,730,0,,,,,,,,,,moderate,1,
170715,https://www.airbnb.com/rooms/170715,Back Bay,Back Bay,Boston,MA,2116,42.35178287,-71.08456949,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Paid parking on premises""}",200.00,500.00,105.00,4,$0.00 ,2,365,39,11/7/2011,8/29/2018,94,9,9,10,10,10,9,strict_14_with_grace_period,44,0.47
177129,https://www.airbnb.com/rooms/177129,Dorchester,Dorchester,Boston,MA,2124,42.29342799,-71.06773096,House,Private room,3,1.5,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",59.00,100.00,40.00,1,$20.00 ,2,120,165,8/29/2011,9/9/2018,95,9,10,10,10,9,9,strict_14_with_grace_period,3,1.92
179244,https://www.airbnb.com/rooms/179244,Dorchester,Dorchester,Boston,MA,2122,42.29780455,-71.05892761,House,Private room,2,1,1,1,Real Bed,"{Internet,Wifi,Breakfast,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,Crib,""Hot water"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed""}",75.00,100.00,25.00,1,$15.00 ,1,365,92,9/6/2011,8/18/2018,87,9,8,9,9,8,9,moderate,10,1.08
179245,https://www.airbnb.com/rooms/179245,Dorchester,Dorchester,Boston,MA,2122,42.29915433,-71.05878564,House,Private room,2,2,2,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,Crib,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",Other,""Roll-in shower""}",65.00,100.00,25.00,1,$15.00 ,1,365,43,9/20/2011,8/29/2018,89,9,9,9,9,8,9,moderate,10,0.51
182049,https://www.airbnb.com/rooms/182049,East Boston,East Boston,Boston,MA,2128,42.37979972,-71.03325136,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",300.00,0.00,100.00,4,$30.00 ,5,365,37,8/2/2011,10/31/2017,96,9,9,10,10,9,10,strict_14_with_grace_period,2,0.43
182613,https://www.airbnb.com/rooms/182613,Charlestown,Charlestown,Boston,MA,2129,42.37738703,-71.0604352,Apartment,Entire home/apt,6,1,2,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",169.00,,150.00,4,$25.00 ,6,1124,99,8/6/2011,9/1/2018,96,10,10,10,10,9,10,flexible,1,1.14
190170,https://www.airbnb.com/rooms/190170,Dorchester,Dorchester,Boston,MA,2125,42.31039471,-71.06907433,Guest suite,Entire home/apt,4,1,2,1,Real Bed,"{""Cable TV"",Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Host greets you""}",55.00,500.00,100.00,4,$50.00 ,7,365,57,8/15/2011,8/4/2018,90,9,9,10,9,7,9,moderate,1,0.66
196806,https://www.airbnb.com/rooms/196806,Fenway/Kenmore,Fenway,Boston,MA,2115,42.34452373,-71.0868372,Apartment,Shared room,1,1,1,1,Couch,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Host greets you""}",79.00,,25.00,1,$0.00 ,3,7,66,8/22/2011,8/18/2018,98,10,10,10,10,10,10,moderate,1,0.77
197727,https://www.airbnb.com/rooms/197727,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.31319703,-71.11832362,Apartment,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Hair dryer"",Iron,""Hot water"",""Host greets you""}",85.00,,,1,$20.00 ,2,180,35,9/24/2011,8/25/2018,99,10,10,10,10,10,10,moderate,1,0.41
197972,https://www.airbnb.com/rooms/197972,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.31732135,-71.10833825,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed""}",90.00,200.00,40.00,2,$20.00 ,2,180,341,10/18/2011,9/4/2018,97,10,10,10,10,10,10,moderate,2,4.05
200265,https://www.airbnb.com/rooms/200265,Dorchester,Dorchester,Boston,MA,2124,42.29362568,-71.06652076,House,Private room,3,1.5,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",69.00,100.00,40.00,1,$20.00 ,2,29,168,9/29/2011,9/12/2018,94,9,10,10,10,9,9,strict_14_with_grace_period,3,1.98
205894,https://www.airbnb.com/rooms/205894,Dorchester,Dorchester,Boston,MA,2122,42.29849091,-71.05880244,House,Private room,3,1.5,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",""Smart lock"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove}",55.00,100.00,25.00,1,$15.00 ,1,365,190,9/2/2011,8/30/2018,89,9,9,9,9,8,9,moderate,10,2.22
210097,https://www.airbnb.com/rooms/210097,Jamaica Plain,Jamaica Plain,Boston,MA,2130,42.3186354,-71.10640628,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Beach essentials"",""Well-lit path to entrance"",""Accessible-height bed"",""Firm mattress"",""Host greets you""}",100.00,100.00,50.00,2,$0.00 ,3,31,155,9/16/2011,9/5/2018,97,10,10,10,10,10,10,moderate,1,1.82
211921,https://www.airbnb.com/rooms/211921,Roslindale,Roslindale,Boston,MA,2131,42.28142878,-71.1257642,House,Entire home/apt,5,1,1,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Free parking on premises"",Breakfast,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",300.00,500.00,35.00,1,$30.00 ,45,150,68,10/17/2011,6/15/2015,97,10,10,10,10,9,10,strict_14_with_grace_period,1,0.81
217498,https://www.airbnb.com/rooms/217498,Allston-Brighton,Brighton,Brighton,MA,2135,42.35257298,-71.1505652,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Outlet covers"",""Hot water"",Other}",99.00,100.00,20.00,2,$15.00 ,3,21,160,10/30/2011,8/16/2018,95,10,10,10,10,9,10,strict_14_with_grace_period,1,1.91
220676,https://www.airbnb.com/rooms/220676,North End,North End,Boston,MA,2113,42.36539015,-71.05438197,Townhouse,Private room,5,1,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",""Paid parking off premises"",""Pets live on this property"",""Other pet(s)"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",95.00,300.00,60.00,2,$50.00 ,2,1825,194,10/1/2011,9/11/2018,98,10,10,10,10,10,10,moderate,1,2.29
225224,https://www.airbnb.com/rooms/225224,South End,South End,Boston,MA,2116,42.34642847,-71.0750299,House,Private room,1,,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Heating,""Smoke detector"",Essentials,""Hair dryer"",""Hot water"",""Host greets you""}",99.00,0.00,26.00,1,$0.00 ,1,365,284,10/16/2011,8/28/2018,93,9,9,10,10,10,9,moderate,4,3.37
225834,https://www.airbnb.com/rooms/225834,Roslindale,Roslindale,Boston,MA,2131,42.28052813,-71.13084254,Apartment,Private room,2,0,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",""Bathtub with bath chair"",""Step-free access"",""Host greets you""}",65.00,,,1,$10.00 ,1,365,53,10/3/2011,6/25/2018,98,10,10,10,10,9,9,strict_14_with_grace_period,2,0.63
225979,https://www.airbnb.com/rooms/225979,Roslindale,Roslindale,Boston,MA,2131,42.28145207,-71.12925004,Apartment,Private room,1,0,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}",55.00,,,1,$0.00 ,2,365,96,9/22/2011,8/17/2018,97,10,10,10,10,9,10,strict_14_with_grace_period,2,1.13
228883,https://www.airbnb.com/rooms/228883,Fenway/Kenmore,Fenway,Boston,MA,2215,42.34362398,-71.09792814,Serviced apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",569.00,,150.00,1,$0.00 ,3,365,4,1/7/2013,8/6/2013,95,10,10,10,9,10,9,super_strict_30,24,0.06
